"Time (UTC)","Day-ahead Total Load Forecast [MW] - France (FR)","Actual Total Load [MW] - France (FR)"
"12.02.2024 08:00 - 12.02.2024 09:00","65250","64710"
"12.02.2024 09:00 - 12.02.2024 10:00","65750","65163"
"12.02.2024 10:00 - 12.02.2024 11:00","65200","63876"
"12.02.2024 11:00 - 12.02.2024 12:00","64700","63280"
"12.02.2024 12:00 - 12.02.2024 13:00","62400","62094"
"12.02.2024 13:00 - 12.02.2024 14:00","61900","59757"
"12.02.2024 14:00 - 12.02.2024 15:00","60800","58954"
"12.02.2024 15:00 - 12.02.2024 16:00","59300","57400"
"12.02.2024 16:00 - 12.02.2024 17:00","59200","56271"
"12.02.2024 17:00 - 12.02.2024 18:00","63050","57285"
"12.02.2024 18:00 - 12.02.2024 19:00","66200","62849"
"12.02.2024 19:00 - 12.02.2024 20:00","63150","65219"
"12.02.2024 20:00 - 12.02.2024 21:00","59950","61895"
"12.02.2024 21:00 - 12.02.2024 22:00","59100","58816"
"12.02.2024 22:00 - 12.02.2024 23:00","60300","59150"
"12.02.2024 23:00 - 13.02.2024 00:00","57050","59075"
"13.02.2024 00:00 - 13.02.2024 01:00","54750","56812"
"13.02.2024 01:00 - 13.02.2024 02:00","54900","55310"
"13.02.2024 02:00 - 13.02.2024 03:00","53150","54983"
"13.02.2024 03:00 - 13.02.2024 04:00","51850","53020"
"13.02.2024 04:00 - 13.02.2024 05:00","53650","52492"
"13.02.2024 05:00 - 13.02.2024 06:00","58050","55083"
"13.02.2024 06:00 - 13.02.2024 07:00","63650","60516"
"13.02.2024 07:00 - 13.02.2024 08:00","66050","65474"
"13.02.2024 08:00 - 13.02.2024 09:00","66600","66920"
"13.02.2024 09:00 - 13.02.2024 10:00","65850","66717"
"13.02.2024 10:00 - 13.02.2024 11:00","64200","65367"
"13.02.2024 11:00 - 13.02.2024 12:00","63100","64270"
"13.02.2024 12:00 - 13.02.2024 13:00","60200","61915"
"13.02.2024 13:00 - 13.02.2024 14:00","59300","59463"
"13.02.2024 14:00 - 13.02.2024 15:00","58400","58493"
"13.02.2024 15:00 - 13.02.2024 16:00","56900","57320"
"13.02.2024 16:00 - 13.02.2024 17:00","57400","56255"
"13.02.2024 17:00 - 13.02.2024 18:00","61950","57176"
"13.02.2024 18:00 - 13.02.2024 19:00","65000","62124"
"13.02.2024 19:00 - 13.02.2024 20:00","62250","64191"
"13.02.2024 20:00 - 13.02.2024 21:00","58900","60891"
"13.02.2024 21:00 - 13.02.2024 22:00","57250","57559"
"13.02.2024 22:00 - 13.02.2024 23:00","58650","57343"
"13.02.2024 23:00 - 14.02.2024 00:00","56200","56733"
"14.02.2024 00:00 - 14.02.2024 01:00","53550","53968"
"14.02.2024 01:00 - 14.02.2024 02:00","53500","51924"
"14.02.2024 02:00 - 14.02.2024 03:00","51250","50928"
"14.02.2024 03:00 - 14.02.2024 04:00","49800","48926"
"14.02.2024 04:00 - 14.02.2024 05:00","51200","48113"
"14.02.2024 05:00 - 14.02.2024 06:00","54950","50115"
"14.02.2024 06:00 - 14.02.2024 07:00","60300","54952"
"14.02.2024 07:00 - 14.02.2024 08:00","62750","59495"
"14.02.2024 08:00 - 14.02.2024 09:00","63500","61436"
"14.02.2024 09:00 - 14.02.2024 10:00","62650","61572"
"14.02.2024 10:00 - 14.02.2024 11:00","61750","60527"
"14.02.2024 11:00 - 14.02.2024 12:00","60800","60037"
"14.02.2024 12:00 - 14.02.2024 13:00","58250","58465"
"14.02.2024 13:00 - 14.02.2024 14:00","57400","56161"
"14.02.2024 14:00 - 14.02.2024 15:00","56150","55437"
"14.02.2024 15:00 - 14.02.2024 16:00","54250","54004"
"14.02.2024 16:00 - 14.02.2024 17:00","54000","52734"
"14.02.2024 17:00 - 14.02.2024 18:00","58550","53571"
"14.02.2024 18:00 - 14.02.2024 19:00","61850","58390"
"14.02.2024 19:00 - 14.02.2024 20:00","58600","60385"
"14.02.2024 20:00 - 14.02.2024 21:00","55100","57008"
"14.02.2024 21:00 - 14.02.2024 22:00","54500","54113"
"14.02.2024 22:00 - 14.02.2024 23:00","55250","54117"
"14.02.2024 23:00 - 15.02.2024 00:00","52100","53721"
"15.02.2024 00:00 - 15.02.2024 01:00","49650","51329"
"15.02.2024 01:00 - 15.02.2024 02:00","49350","49458"
"15.02.2024 02:00 - 15.02.2024 03:00","47000","48655"
"15.02.2024 03:00 - 15.02.2024 04:00","45850","46591"
"15.02.2024 04:00 - 15.02.2024 05:00","46900","45666"
"15.02.2024 05:00 - 15.02.2024 06:00","50950","47804"
"15.02.2024 06:00 - 15.02.2024 07:00","56600","52611"
"15.02.2024 07:00 - 15.02.2024 08:00","58600","57068"
"15.02.2024 08:00 - 15.02.2024 09:00","58900","58635"
"15.02.2024 09:00 - 15.02.2024 10:00","58350","58790"
"15.02.2024 10:00 - 15.02.2024 11:00","57600","57795"
"15.02.2024 11:00 - 15.02.2024 12:00","56700","57050"
"15.02.2024 12:00 - 15.02.2024 13:00","54050","55781"
"15.02.2024 13:00 - 15.02.2024 14:00","53300","53850"
"15.02.2024 14:00 - 15.02.2024 15:00","52800","53445"
"15.02.2024 15:00 - 15.02.2024 16:00","51700","52457"
"15.02.2024 16:00 - 15.02.2024 17:00","51800","50901"
"15.02.2024 17:00 - 15.02.2024 18:00","55550","51535"
"15.02.2024 18:00 - 15.02.2024 19:00","58950","56023"
"15.02.2024 19:00 - 15.02.2024 20:00","56300","57767"
"15.02.2024 20:00 - 15.02.2024 21:00","52950","54133"
"15.02.2024 21:00 - 15.02.2024 22:00","51700","50999"
"15.02.2024 22:00 - 15.02.2024 23:00","52650","51189"
"15.02.2024 23:00 - 16.02.2024 00:00","50150","51092"
"16.02.2024 00:00 - 16.02.2024 01:00","47650","48752"
"16.02.2024 01:00 - 16.02.2024 02:00","47150","46982"
"16.02.2024 02:00 - 16.02.2024 03:00","44900","46262"
"16.02.2024 03:00 - 16.02.2024 04:00","43450","44128"
"16.02.2024 04:00 - 16.02.2024 05:00","45500","43155"
"16.02.2024 05:00 - 16.02.2024 06:00","49100","45282"
"16.02.2024 06:00 - 16.02.2024 07:00","54450","49634"
"16.02.2024 07:00 - 16.02.2024 08:00","57050","53698"
"16.02.2024 08:00 - 16.02.2024 09:00","57650","55715"
"16.02.2024 09:00 - 16.02.2024 10:00","57500","56860"
"16.02.2024 10:00 - 16.02.2024 11:00","57000","56959"
"16.02.2024 11:00 - 16.02.2024 12:00","56650","56931"
"16.02.2024 12:00 - 16.02.2024 13:00","54500","55997"
"16.02.2024 13:00 - 16.02.2024 14:00","53850","54194"
"16.02.2024 14:00 - 16.02.2024 15:00","52950","53715"
"16.02.2024 15:00 - 16.02.2024 16:00","51750","52453"
"16.02.2024 16:00 - 16.02.2024 17:00","51950","50648"
"16.02.2024 17:00 - 16.02.2024 18:00","55350","51175"
"16.02.2024 18:00 - 16.02.2024 19:00","58150","55274"
"16.02.2024 19:00 - 16.02.2024 20:00","56000","57030"
"16.02.2024 20:00 - 16.02.2024 21:00","53650","54460"
"16.02.2024 21:00 - 16.02.2024 22:00","53050","51737"
"16.02.2024 22:00 - 16.02.2024 23:00","54600","52263"
"16.02.2024 23:00 - 17.02.2024 00:00","51050","52558"
"17.02.2024 00:00 - 17.02.2024 01:00","48550","50252"
"17.02.2024 01:00 - 17.02.2024 02:00","48050","48267"
"17.02.2024 02:00 - 17.02.2024 03:00","45150","47230"
"17.02.2024 03:00 - 17.02.2024 04:00","43200","44847"
"17.02.2024 04:00 - 17.02.2024 05:00","43300","43465"
"17.02.2024 05:00 - 17.02.2024 06:00","45300","43997"
"17.02.2024 06:00 - 17.02.2024 07:00","47750","45831"
"17.02.2024 07:00 - 17.02.2024 08:00","50150","47746"
"17.02.2024 08:00 - 17.02.2024 09:00","53400","49834"
"17.02.2024 09:00 - 17.02.2024 10:00","54850","52208"
"17.02.2024 10:00 - 17.02.2024 11:00","54500","52571"
"17.02.2024 11:00 - 17.02.2024 12:00","54500","52435"
"17.02.2024 12:00 - 17.02.2024 13:00","52100","52190"
"17.02.2024 13:00 - 17.02.2024 14:00","49900","49969"
"17.02.2024 14:00 - 17.02.2024 15:00","48450","48916"
"17.02.2024 15:00 - 17.02.2024 16:00","46700","47776"
"17.02.2024 16:00 - 17.02.2024 17:00","46800","46102"
"17.02.2024 17:00 - 17.02.2024 18:00","50750","46665"
"17.02.2024 18:00 - 17.02.2024 19:00","54700","51047"
"17.02.2024 19:00 - 17.02.2024 20:00","52850","53463"
"17.02.2024 20:00 - 17.02.2024 21:00","50350","51277"
"17.02.2024 21:00 - 17.02.2024 22:00","50000","49212"
"17.02.2024 22:00 - 17.02.2024 23:00","53050","50208"
"17.02.2024 23:00 - 18.02.2024 00:00","50000","50862"
"18.02.2024 00:00 - 18.02.2024 01:00","47600","48921"
"18.02.2024 01:00 - 18.02.2024 02:00","47350","47505"
"18.02.2024 02:00 - 18.02.2024 03:00","44700","46699"
"18.02.2024 03:00 - 18.02.2024 04:00","42900","44482"
"18.02.2024 04:00 - 18.02.2024 05:00","42550","43098"
"18.02.2024 05:00 - 18.02.2024 06:00","43400","43320"
"18.02.2024 06:00 - 18.02.2024 07:00","44700","44306"
"18.02.2024 07:00 - 18.02.2024 08:00","46050","45380"
"18.02.2024 08:00 - 18.02.2024 09:00","48850","46811"
"18.02.2024 09:00 - 18.02.2024 10:00","50700","49150"
"18.02.2024 10:00 - 18.02.2024 11:00","52150","50537"
"18.02.2024 11:00 - 18.02.2024 12:00","52450","51602"
"18.02.2024 12:00 - 18.02.2024 13:00","50250","52173"
"18.02.2024 13:00 - 18.02.2024 14:00","48050","49651"
"18.02.2024 14:00 - 18.02.2024 15:00","46900","47898"
"18.02.2024 15:00 - 18.02.2024 16:00","45600","47185"
"18.02.2024 16:00 - 18.02.2024 17:00","45800","46032"
"18.02.2024 17:00 - 18.02.2024 18:00","50200","46802"
"18.02.2024 18:00 - 18.02.2024 19:00","54750","51248"
"18.02.2024 19:00 - 18.02.2024 20:00","52650","53921"
"18.02.2024 20:00 - 18.02.2024 21:00","50400","51976"
"18.02.2024 21:00 - 18.02.2024 22:00","49350","49789"
"18.02.2024 22:00 - 18.02.2024 23:00","51400","50232"
"18.02.2024 23:00 - 19.02.2024 00:00","50150","50353"
"19.02.2024 00:00 - 19.02.2024 01:00","47900","48435"
"19.02.2024 01:00 - 19.02.2024 02:00","47650","46783"
"19.02.2024 02:00 - 19.02.2024 03:00","45400","46227"
"19.02.2024 03:00 - 19.02.2024 04:00","44250","44111"
"19.02.2024 04:00 - 19.02.2024 05:00","46150","43459"
"19.02.2024 05:00 - 19.02.2024 06:00","50300","46031"
"19.02.2024 06:00 - 19.02.2024 07:00","56250","50908"
"19.02.2024 07:00 - 19.02.2024 08:00","59250","55415"
"19.02.2024 08:00 - 19.02.2024 09:00","60000","57803"
"19.02.2024 09:00 - 19.02.2024 10:00","59550","59100"
"19.02.2024 10:00 - 19.02.2024 11:00","59200","58976"
"19.02.2024 11:00 - 19.02.2024 12:00","59650","59129"
"19.02.2024 12:00 - 19.02.2024 13:00","57450","58379"
"19.02.2024 13:00 - 19.02.2024 14:00","56550","56771"
"19.02.2024 14:00 - 19.02.2024 15:00","55250","56285"
"19.02.2024 15:00 - 19.02.2024 16:00","54000","55344"
"19.02.2024 16:00 - 19.02.2024 17:00","54150","53715"
"19.02.2024 17:00 - 19.02.2024 18:00","57950","53984"
"19.02.2024 18:00 - 19.02.2024 19:00","61900","58413"
"19.02.2024 19:00 - 19.02.2024 20:00","58750","60629"
"19.02.2024 20:00 - 19.02.2024 21:00","54950","57232"
"19.02.2024 21:00 - 19.02.2024 22:00","53900","54219"
"19.02.2024 22:00 - 19.02.2024 23:00","55000","54216"
"19.02.2024 23:00 - 20.02.2024 00:00","52750","53908"
"20.02.2024 00:00 - 20.02.2024 01:00","50150","51659"
"20.02.2024 01:00 - 20.02.2024 02:00","50000","50004"
"20.02.2024 02:00 - 20.02.2024 03:00","47500","49322"
"20.02.2024 03:00 - 20.02.2024 04:00","46000","47445"
"20.02.2024 04:00 - 20.02.2024 05:00","47700","46903"
"20.02.2024 05:00 - 20.02.2024 06:00","51750","49387"
"20.02.2024 06:00 - 20.02.2024 07:00","57900","54474"
"20.02.2024 07:00 - 20.02.2024 08:00","59700","59024"
"20.02.2024 08:00 - 20.02.2024 09:00","60300","60798"
"20.02.2024 09:00 - 20.02.2024 10:00","60350","61205"
"20.02.2024 10:00 - 20.02.2024 11:00","59950","60539"
"20.02.2024 11:00 - 20.02.2024 12:00","59600","60196"
"20.02.2024 12:00 - 20.02.2024 13:00","57200","58877"
"20.02.2024 13:00 - 20.02.2024 14:00","56200","56862"
"20.02.2024 14:00 - 20.02.2024 15:00","55500","55939"
"20.02.2024 15:00 - 20.02.2024 16:00","54500","54742"
"20.02.2024 16:00 - 20.02.2024 17:00","54500","53395"
"20.02.2024 17:00 - 20.02.2024 18:00","58100","54118"
"20.02.2024 18:00 - 20.02.2024 19:00","62300","58889"
"20.02.2024 19:00 - 20.02.2024 20:00","59600","61485"
"20.02.2024 20:00 - 20.02.2024 21:00","56150","58521"
"20.02.2024 21:00 - 20.02.2024 22:00","55100","55332"
"20.02.2024 22:00 - 20.02.2024 23:00","56400","55398"
"20.02.2024 23:00 - 21.02.2024 00:00","53650","55408"
"21.02.2024 00:00 - 21.02.2024 01:00","51050","53155"
"21.02.2024 01:00 - 21.02.2024 02:00","50900","51423"
"21.02.2024 02:00 - 21.02.2024 03:00","48700","50770"
"21.02.2024 03:00 - 21.02.2024 04:00","47350","48806"
"21.02.2024 04:00 - 21.02.2024 05:00","49050","48133"
"21.02.2024 05:00 - 21.02.2024 06:00","53100","50501"
"21.02.2024 06:00 - 21.02.2024 07:00","58050","55105"
"21.02.2024 07:00 - 21.02.2024 08:00","60700","59171"
"21.02.2024 08:00 - 21.02.2024 09:00","61850","61120"
"21.02.2024 09:00 - 21.02.2024 10:00","61700","61715"
"21.02.2024 10:00 - 21.02.2024 11:00","61300","60810"
"21.02.2024 11:00 - 21.02.2024 12:00","60850","60754"
"21.02.2024 12:00 - 21.02.2024 13:00","58300","60157"
"21.02.2024 13:00 - 21.02.2024 14:00","57750","58156"
"21.02.2024 14:00 - 21.02.2024 15:00","56750","58138"
"21.02.2024 15:00 - 21.02.2024 16:00","55700","57585"
"21.02.2024 16:00 - 21.02.2024 17:00","55350","56460"
"21.02.2024 17:00 - 21.02.2024 18:00","58650","56578"
"21.02.2024 18:00 - 21.02.2024 19:00","62450","60340"
"21.02.2024 19:00 - 21.02.2024 20:00","59250","62053"
"21.02.2024 20:00 - 21.02.2024 21:00","55800","58886"
"21.02.2024 21:00 - 21.02.2024 22:00","53950","55568"
"21.02.2024 22:00 - 21.02.2024 23:00","55100","55421"
"21.02.2024 23:00 - 22.02.2024 00:00","52550","54989"
"22.02.2024 00:00 - 22.02.2024 01:00","49850","52555"
"22.02.2024 01:00 - 22.02.2024 02:00","49400","50576"
"22.02.2024 02:00 - 22.02.2024 03:00","46900","49690"
"22.02.2024 03:00 - 22.02.2024 04:00","45350","47285"
"22.02.2024 04:00 - 22.02.2024 05:00","46600","46168"
"22.02.2024 05:00 - 22.02.2024 06:00","50500","48069"
"22.02.2024 06:00 - 22.02.2024 07:00","55350","52572"
"22.02.2024 07:00 - 22.02.2024 08:00","57250","56517"
"22.02.2024 08:00 - 22.02.2024 09:00","58350","58525"
"22.02.2024 09:00 - 22.02.2024 10:00","58300","59741"
"22.02.2024 10:00 - 22.02.2024 11:00","58050","60253"
"22.02.2024 11:00 - 22.02.2024 12:00","58200","61260"
"22.02.2024 12:00 - 22.02.2024 13:00","56600","60857"
"22.02.2024 13:00 - 22.02.2024 14:00","56600","59190"
"22.02.2024 14:00 - 22.02.2024 15:00","55950","58867"
"22.02.2024 15:00 - 22.02.2024 16:00","54500","58429"
"22.02.2024 16:00 - 22.02.2024 17:00","54250","57130"
"22.02.2024 17:00 - 22.02.2024 18:00","57650","57833"
"22.02.2024 18:00 - 22.02.2024 19:00","61900","61567"
"22.02.2024 19:00 - 22.02.2024 20:00","58950","63629"
"22.02.2024 20:00 - 22.02.2024 21:00","55400","60477"
"22.02.2024 21:00 - 22.02.2024 22:00","54200","57589"
"22.02.2024 22:00 - 22.02.2024 23:00","56100","57825"
"22.02.2024 23:00 - 23.02.2024 00:00","54700","57581"
"23.02.2024 00:00 - 23.02.2024 01:00","52300","55366"
"23.02.2024 01:00 - 23.02.2024 02:00","52050","53715"
"23.02.2024 02:00 - 23.02.2024 03:00","49850","53307"
"23.02.2024 03:00 - 23.02.2024 04:00","48800","51310"
"23.02.2024 04:00 - 23.02.2024 05:00","50400","50520"
"23.02.2024 05:00 - 23.02.2024 06:00","54300","52825"
"23.02.2024 06:00 - 23.02.2024 07:00","59250","57708"
"23.02.2024 07:00 - 23.02.2024 08:00","61850","62050"
"23.02.2024 08:00 - 23.02.2024 09:00","63200","64126"
"23.02.2024 09:00 - 23.02.2024 10:00","63350","64426"
"23.02.2024 10:00 - 23.02.2024 11:00","63000","63753"
"23.02.2024 11:00 - 23.02.2024 12:00","63000","63074"
"23.02.2024 12:00 - 23.02.2024 13:00","60800","62302"
"23.02.2024 13:00 - 23.02.2024 14:00","60550","60224"
"23.02.2024 14:00 - 23.02.2024 15:00","59900","59615"
"23.02.2024 15:00 - 23.02.2024 16:00","58450","58839"
"23.02.2024 16:00 - 23.02.2024 17:00","58050","57524"
"23.02.2024 17:00 - 23.02.2024 18:00","60450","58590"
"23.02.2024 18:00 - 23.02.2024 19:00","64450","62842"
"23.02.2024 19:00 - 23.02.2024 20:00","62100","65031"
"23.02.2024 20:00 - 23.02.2024 21:00","59000","62257"
"23.02.2024 21:00 - 23.02.2024 22:00","57850","59355"
"23.02.2024 22:00 - 23.02.2024 23:00","59950","59718"
"23.02.2024 23:00 - 24.02.2024 00:00","58377","59571"
"24.02.2024 00:00 - 24.02.2024 01:00","55638","57156"
"24.02.2024 01:00 - 24.02.2024 02:00","55145","55121"
"24.02.2024 02:00 - 24.02.2024 03:00","52590","54194"
"24.02.2024 03:00 - 24.02.2024 04:00","50886","51608"
"24.02.2024 04:00 - 24.02.2024 05:00","50772","50400"
"24.02.2024 05:00 - 24.02.2024 06:00","52703","51075"
"24.02.2024 06:00 - 24.02.2024 07:00","54390","52806"
"24.02.2024 07:00 - 24.02.2024 08:00","56078","54655"
"24.02.2024 08:00 - 24.02.2024 09:00","59076","56880"
"24.02.2024 09:00 - 24.02.2024 10:00","60571","58499"
"24.02.2024 10:00 - 24.02.2024 11:00","60892","58505"
"24.02.2024 11:00 - 24.02.2024 12:00","61773","58206"
"24.02.2024 12:00 - 24.02.2024 13:00","59290","57871"
"24.02.2024 13:00 - 24.02.2024 14:00","57409","55190"
"24.02.2024 14:00 - 24.02.2024 15:00","56430","54169"
"24.02.2024 15:00 - 24.02.2024 16:00","54918","53271"
"24.02.2024 16:00 - 24.02.2024 17:00","54502","52292"
"24.02.2024 17:00 - 24.02.2024 18:00","57297","53240"
"24.02.2024 18:00 - 24.02.2024 19:00","61149","57584"
"24.02.2024 19:00 - 24.02.2024 20:00","59275","60510"
"24.02.2024 20:00 - 24.02.2024 21:00","56711","58490"
"24.02.2024 21:00 - 24.02.2024 22:00","56156","56459"
"24.02.2024 22:00 - 24.02.2024 23:00","58440","57227"
"24.02.2024 23:00 - 25.02.2024 00:00","55300","57691"
"25.02.2024 00:00 - 25.02.2024 01:00","52950","55693"
"25.02.2024 01:00 - 25.02.2024 02:00","52450","53748"
"25.02.2024 02:00 - 25.02.2024 03:00","49700","52796"
"25.02.2024 03:00 - 25.02.2024 04:00","47900","50327"
"25.02.2024 04:00 - 25.02.2024 05:00","47500","48852"
"25.02.2024 05:00 - 25.02.2024 06:00","48500","48913"
"25.02.2024 06:00 - 25.02.2024 07:00","49600","49681"
"25.02.2024 07:00 - 25.02.2024 08:00","50550","50620"
"25.02.2024 08:00 - 25.02.2024 09:00","53000","52366"
"25.02.2024 09:00 - 25.02.2024 10:00","54550","54702"
"25.02.2024 10:00 - 25.02.2024 11:00","55350","56232"
"25.02.2024 11:00 - 25.02.2024 12:00","56650","57757"
"25.02.2024 12:00 - 25.02.2024 13:00","54250","58046"
"25.02.2024 13:00 - 25.02.2024 14:00","52450","55139"
"25.02.2024 14:00 - 25.02.2024 15:00","51650","53713"
"25.02.2024 15:00 - 25.02.2024 16:00","50350","53122"
"25.02.2024 16:00 - 25.02.2024 17:00","50450","52190"
"25.02.2024 17:00 - 25.02.2024 18:00","54450","53070"
"25.02.2024 18:00 - 25.02.2024 19:00","58700","56812"
"25.02.2024 19:00 - 25.02.2024 20:00","57000","59733"
"25.02.2024 20:00 - 25.02.2024 21:00","54750","57435"
"25.02.2024 21:00 - 25.02.2024 22:00","53850","55121"
"25.02.2024 22:00 - 25.02.2024 23:00","55250","55503"
"25.02.2024 23:00 - 26.02.2024 00:00","54900","55202"
"26.02.2024 00:00 - 26.02.2024 01:00","52250","53051"
"26.02.2024 01:00 - 26.02.2024 02:00","52250","51565"
"26.02.2024 02:00 - 26.02.2024 03:00","49800","50746"
"26.02.2024 03:00 - 26.02.2024 04:00","48350","48725"
"26.02.2024 04:00 - 26.02.2024 05:00","50250","48106"
"26.02.2024 05:00 - 26.02.2024 06:00","54550","50769"
"26.02.2024 06:00 - 26.02.2024 07:00","59950","55603"
"26.02.2024 07:00 - 26.02.2024 08:00","62750","59789"
"26.02.2024 08:00 - 26.02.2024 09:00","64250","62443"
"26.02.2024 09:00 - 26.02.2024 10:00","64300","63582"
"26.02.2024 10:00 - 26.02.2024 11:00","64300","63246"
"26.02.2024 11:00 - 26.02.2024 12:00","64800","64003"
"26.02.2024 12:00 - 26.02.2024 13:00","62350","63445"
"26.02.2024 13:00 - 26.02.2024 14:00","61900","61860"
"26.02.2024 14:00 - 26.02.2024 15:00","61350","61639"
"26.02.2024 15:00 - 26.02.2024 16:00","60500","61179"
"26.02.2024 16:00 - 26.02.2024 17:00","60550","60002"
"26.02.2024 17:00 - 26.02.2024 18:00","63800","60559"
"26.02.2024 18:00 - 26.02.2024 19:00","68350","64729"
"26.02.2024 19:00 - 26.02.2024 20:00","64850","67198"
"26.02.2024 20:00 - 26.02.2024 21:00","61200","63646"
"26.02.2024 21:00 - 26.02.2024 22:00","59850","60374"
"26.02.2024 22:00 - 26.02.2024 23:00","61200","60302"
"26.02.2024 23:00 - 27.02.2024 00:00","56853","59907"
"27.02.2024 00:00 - 27.02.2024 01:00","54647","57511"
"27.02.2024 01:00 - 27.02.2024 02:00","54691","56090"
"27.02.2024 02:00 - 27.02.2024 03:00","52676","55197"
"27.02.2024 03:00 - 27.02.2024 04:00","51434","52941"
"27.02.2024 04:00 - 27.02.2024 05:00","53084","52233"
"27.02.2024 05:00 - 27.02.2024 06:00","57487","54534"
"27.02.2024 06:00 - 27.02.2024 07:00","62963","58968"
"27.02.2024 07:00 - 27.02.2024 08:00","65308","62814"
"27.02.2024 08:00 - 27.02.2024 09:00","66158","65344"
"27.02.2024 09:00 - 27.02.2024 10:00","66056","65959"
"27.02.2024 10:00 - 27.02.2024 11:00","65548","65997"
"27.02.2024 11:00 - 27.02.2024 12:00","64997","66013"
"27.02.2024 12:00 - 27.02.2024 13:00","62343","64731"
"27.02.2024 13:00 - 27.02.2024 14:00","61688","62907"
"27.02.2024 14:00 - 27.02.2024 15:00","61269","62737"
"27.02.2024 15:00 - 27.02.2024 16:00","60105","61575"
"27.02.2024 16:00 - 27.02.2024 17:00","59960","59613"
"27.02.2024 17:00 - 27.02.2024 18:00","63052","59951"
"27.02.2024 18:00 - 27.02.2024 19:00","67366","63946"
"27.02.2024 19:00 - 27.02.2024 20:00","64662","66955"
"27.02.2024 20:00 - 27.02.2024 21:00","61156","63821"
"27.02.2024 21:00 - 27.02.2024 22:00","59379","60434"
"27.02.2024 22:00 - 27.02.2024 23:00","60513","60530"
"27.02.2024 23:00 - 28.02.2024 00:00","58150","60312"
"28.02.2024 00:00 - 28.02.2024 01:00","55950","58003"
"28.02.2024 01:00 - 28.02.2024 02:00","55550","56819"
"28.02.2024 02:00 - 28.02.2024 03:00","53200","56299"
"28.02.2024 03:00 - 28.02.2024 04:00","52100","54206"
"28.02.2024 04:00 - 28.02.2024 05:00","53850","53467"
"28.02.2024 05:00 - 28.02.2024 06:00","58350","55817"
"28.02.2024 06:00 - 28.02.2024 07:00","63350","60683"
"28.02.2024 07:00 - 28.02.2024 08:00","66200","64747"
"28.02.2024 08:00 - 28.02.2024 09:00","67200","67256"
"28.02.2024 09:00 - 28.02.2024 10:00","66750","67878"
"28.02.2024 10:00 - 28.02.2024 11:00","66100","66712"
"28.02.2024 11:00 - 28.02.2024 12:00","66200","65603"
"28.02.2024 12:00 - 28.02.2024 13:00","64000","64038"
"28.02.2024 13:00 - 28.02.2024 14:00","62550","61885"
"28.02.2024 14:00 - 28.02.2024 15:00","60650","61124"
"28.02.2024 15:00 - 28.02.2024 16:00","59350","60008"
"28.02.2024 16:00 - 28.02.2024 17:00","58750","58115"
"28.02.2024 17:00 - 28.02.2024 18:00","61250","58196"
"28.02.2024 18:00 - 28.02.2024 19:00","65800","62106"
"28.02.2024 19:00 - 28.02.2024 20:00","63000","65299"
"28.02.2024 20:00 - 28.02.2024 21:00","59550","62281"
"28.02.2024 21:00 - 28.02.2024 22:00","58150","59115"
"28.02.2024 22:00 - 28.02.2024 23:00","59950","59305"
"28.02.2024 23:00 - 29.02.2024 00:00","57150","59057"
"29.02.2024 00:00 - 29.02.2024 01:00","54700","56663"
"29.02.2024 01:00 - 29.02.2024 02:00","54750","55146"
"29.02.2024 02:00 - 29.02.2024 03:00","52350","54449"
"29.02.2024 03:00 - 29.02.2024 04:00","51100","52190"
"29.02.2024 04:00 - 29.02.2024 05:00","52150","51113"
"29.02.2024 05:00 - 29.02.2024 06:00","56350","52994"
"29.02.2024 06:00 - 29.02.2024 07:00","61350","57342"
"29.02.2024 07:00 - 29.02.2024 08:00","63750","61132"
"29.02.2024 08:00 - 29.02.2024 09:00","65100","63297"
"29.02.2024 09:00 - 29.02.2024 10:00","64850","63990"
"29.02.2024 10:00 - 29.02.2024 11:00","64400","63510"
"29.02.2024 11:00 - 29.02.2024 12:00","64150","63157"
"29.02.2024 12:00 - 29.02.2024 13:00","60750","61611"
"29.02.2024 13:00 - 29.02.2024 14:00","60200","59495"
"29.02.2024 14:00 - 29.02.2024 15:00","60000","58968"
"29.02.2024 15:00 - 29.02.2024 16:00","58500","57890"
"29.02.2024 16:00 - 29.02.2024 17:00","58350","56019"
"29.02.2024 17:00 - 29.02.2024 18:00","61700","56288"
"29.02.2024 18:00 - 29.02.2024 19:00","65700","60186"
"29.02.2024 19:00 - 29.02.2024 20:00","62750","63251"
"29.02.2024 20:00 - 29.02.2024 21:00","59300","60282"
"29.02.2024 21:00 - 29.02.2024 22:00","58050","57210"
"29.02.2024 22:00 - 29.02.2024 23:00","59650","57502"
"29.02.2024 23:00 - 01.03.2024 00:00","57200","57352"
"01.03.2024 00:00 - 01.03.2024 01:00","55100","54758"
"01.03.2024 01:00 - 01.03.2024 02:00","54950","53215"
"01.03.2024 02:00 - 01.03.2024 03:00","52450","52492"
"01.03.2024 03:00 - 01.03.2024 04:00","51100","50648"
"01.03.2024 04:00 - 01.03.2024 05:00","52450","49720"
"01.03.2024 05:00 - 01.03.2024 06:00","56450","51930"
"01.03.2024 06:00 - 01.03.2024 07:00","61150","56564"
"01.03.2024 07:00 - 01.03.2024 08:00","63650","60594"
"01.03.2024 08:00 - 01.03.2024 09:00","64650","62925"
"01.03.2024 09:00 - 01.03.2024 10:00","64350","63755"
"01.03.2024 10:00 - 01.03.2024 11:00","63300","63724"
